gID	Description	MMETSP_ID	KeggID	Kegg Definition	Module Definition	Submodule1
Throt19051	Locus14965v1rpkm5.52		K12662	PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos13664	CAMNT_0000259301	MMETSP0013_2-20120614|3020 	K12662	PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4	Spliceosome, U4/U6.U5 tri-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt19084	Locus14989v1rpkm5.50		K03844	ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos9608	CAMNT_0000317919	MMETSP0013_2-20120614|32329 	K03844	ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Throt19197	Locus15075v1rpkm5.44		K14677	ACY1; aminoacylase [EC:3.5.1.14]	Ornithine biosynthesis, glutamate => ornithine [PATH:map01210 map01230 map00330]	Arginine and proline metabolism
Throt19234	Locus15105v3rpkm0.23_PRE		K11329	rpaB; two-component system, OmpR family, response regulator RpaB	SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system
Throt19249	Locus15119v1rpkm5.40		K02693	psaE; photosystem I subunit IV	Photosystem I [PATH:map00195] [BR:ko00194]	Photosynthesis
Throt19270	Locus15135v1rpkm5.39		K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos4508	CAMNT_0000271889	MMETSP0013_2-20120614|9314 	K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	Pantothenate biosynthesis, valine/L-aspartate => pantothenate [PATH:map00770]	Cofactor and vitamin biosynthesis
Skcos94	CAMNT_0000282169	MMETSP0013_2-20120614|14454 	K14308	NUP54; nuclear pore complex protein Nup54	Nuclear pore complex [PATH:map03013]	RNA processing
Skcos236	CAMNT_0000267613	MMETSP0013_2-20120614|7176 	K01137	GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]	Heparan sulfate degradation [PATH:map00531]	Glycosaminoglycan metabolism
Skcos236	CAMNT_0000267613	MMETSP0013_2-20120614|7176 	K01137	GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]	Keratan sulfate degradation [PATH:map00531]	Glycosaminoglycan metabolism
Skcos444	CAMNT_0000276747	MMETSP0013_2-20120614|11743 	K02233	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860]	Cofactor and vitamin biosynthesis
Skcos1098	CAMNT_0000284035	MMETSP0013_2-20120614|15387 	K00213	DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol [PATH:map00100]	Sterol biosynthesis
Skcos1365	CAMNT_0000275233	MMETSP0013_2-20120614|10986 	K10258	TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]	Fatty acid metabolism
Skcos1553	CAMNT_0000282915	MMETSP0013_2-20120614|14827 	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein	Iron complex transport system [PATH:map02010] [BR:ko02000]	Metallic cation, iron-siderophore and vitamin B12 transport system
Skcos1602	CAMNT_0000287617	MMETSP0013_2-20120614|17178 	K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]	Cofactor and vitamin biosynthesis
Skcos4240	CAMNT_0000282517	MMETSP0013_2-20120614|14628 	K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]	Cofactor and vitamin biosynthesis
Skcos1695	CAMNT_0000269955	MMETSP0013_2-20120614|8347 	K00543	ASMT; acetylserotonin N-methyltransferase [EC:2.1.1.4]	Melatonin biosynthesis, tryptophan => serotonin => melatonin [PATH:map00380]	Aromatic amino acid metabolism
Skcos1993	CAMNT_0000282333	MMETSP0013_2-20120614|14536 	K02342	DPO3E, dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]	DNA polymerase
Skcos21691	CAMNT_0000310441	MMETSP0013_2-20120614|28590 	K02342	DPO3E, dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	DNA polymerase III complex, bacteria [PATH:map03030 map03430 map03440] [BR:ko03032 ko03400]	DNA polymerase
Skcos2000	CAMNT_0000281871	MMETSP0013_2-20120614|14305 	K12826	SF3A2, SAP62; splicing factor 3A subunit 2	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos10618	CAMNT_0000258031	MMETSP0013_2-20120614|2385 	K12826	SF3A2, SAP62; splicing factor 3A subunit 2	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos3305	CAMNT_0000278053	MMETSP0013_2-20120614|12396 	K08735	MSH2; DNA mismatch repair protein MSH2	BRCA1-associated genome surveillance complex (BASC) [PATH:map03430 map03440 map03460] [BR:ko03400]	Repair system
Skcos3450	CAMNT_0000284585	MMETSP0013_2-20120614|15662 	K01243	mtnN, mtn, pfs; S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9]	Cysteine biosynthesis, methionine => cysteine [PATH:map01230 map00270]	Cysteine and methionine metabolism
Skcos3450	CAMNT_0000284585	MMETSP0013_2-20120614|15662 	K01243	mtnN, mtn, pfs; S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9]	Methionine salvage pathway [PATH:map00270]	Cysteine and methionine metabolism
Skcos3593	CAMNT_0000272183	MMETSP0013_2-20120614|9461 	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	Fatty acid biosynthesis, initiation [PATH:map01212 map00061]	Fatty acid metabolism
Skcos26713	CAMNT_0000308609	MMETSP0013_2-20120614|27674 	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	Fatty acid biosynthesis, initiation [PATH:map01212 map00061]	Fatty acid metabolism
Skcos4015	CAMNT_0000271307	MMETSP0013_2-20120614|9023 	K03846	ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos20685	CAMNT_0000304097	MMETSP0013_2-20120614|25418 	K03846	ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos4061	CAMNT_0000273005	MMETSP0013_2-20120614|9872 	K00454	LOX2S; lipoxygenase [EC:1.13.11.12]	Jasmonic acid biosynthesis [PATH:map00592]	Fatty acid metabolism
Skcos9787	CAMNT_0000258855	MMETSP0013_2-20120614|2797 	K00454	LOX2S; lipoxygenase [EC:1.13.11.12]	Jasmonic acid biosynthesis [PATH:map00592]	Fatty acid metabolism
Skcos10622	CAMNT_0000256981	MMETSP0013_2-20120614|1860 	K00454	LOX2S; lipoxygenase [EC:1.13.11.12]	Jasmonic acid biosynthesis [PATH:map00592]	Fatty acid metabolism
Skcos25725	CAMNT_0000320615	MMETSP0013_2-20120614|33677 	K00454	LOX2S; lipoxygenase [EC:1.13.11.12]	Jasmonic acid biosynthesis [PATH:map00592]	Fatty acid metabolism
Skcos4779	CAMNT_0000285819	MMETSP0013_2-20120614|16279 	K02056	ABC.SS.A; simple sugar transport system ATP-binding protein [EC:3.6.3.17]	Putative simple sugar transport system [BR:ko02000]	Saccharide and polyol transport system
Skcos5767	CAMNT_0000286783	MMETSP0013_2-20120614|16761 	K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos5767	CAMNT_0000286783	MMETSP0013_2-20120614|16761 	K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos7079	CAMNT_0000281455	MMETSP0013_2-20120614|14097 	K11188	PRDX6; peroxiredoxin 6, 1-Cys peroxiredoxin [EC:1.11.1.7 1.11.1.15 3.1.1.-]	Lignin biosynthesis, cinnamate => lignin [PATH:map00940]	Phenylpropanoid and flavonoid biosynthesis
Skcos7161	CAMNT_0000270123	MMETSP0013_2-20120614|8431 	K07678	barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	BarA-UvrY (central carbon metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system
Skcos7277	CAMNT_0000274285	MMETSP0013_2-20120614|10512 	K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase
Skcos16810	CAMNT_0000294409	MMETSP0013_2-20120614|20574 	K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase
Skcos24837	CAMNT_0000307265	MMETSP0013_2-20120614|27002 	K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	RNA polymerase
Skcos7343	CAMNT_0000262521	MMETSP0013_2-20120614|4630 	K02867	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	Ribosome, bacteria [PATH:map03010] [BR:ko03011]	Ribosome
Skcos7343	CAMNT_0000262521	MMETSP0013_2-20120614|4630 	K02867	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos7490	CAMNT_0000314483	MMETSP0013_2-20120614|30611 	K10866	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	MRN complex [PATH:map03440] [BR:ko03032 ko03400]	Repair system
Skcos7490	CAMNT_0000314483	MMETSP0013_2-20120614|30611 	K10866	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	MRX complex [PATH:map03440 map03450] [BR:ko03400]	Repair system
Skcos7490	CAMNT_0000314483	MMETSP0013_2-20120614|30611 	K10866	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	BRCA1-associated genome surveillance complex (BASC) [PATH:map03430 map03440 map03460] [BR:ko03400]	Repair system
Skcos7587	CAMNT_0000255757	MMETSP0013_2-20120614|1248 	K02540	MCM2; DNA replication licensing factor MCM2 [EC:3.6.4.12]	MCM complex [PATH:map03030 map04110 map04111 map04113] [BR:ko03032]	Replication system
Skcos7623	CAMNT_0000256707	MMETSP0013_2-20120614|1723 	K03349	APC2; anaphase-promoting complex subunit 2	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos7730	CAMNT_0000260713	MMETSP0013_2-20120614|3726 	K02548	menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]	Menaquinone biosynthesis, chorismate => menaquinone [PATH:map00130]	Cofactor and vitamin biosynthesis
Skcos7974	CAMNT_0000253745	MMETSP0013_2-20120614|242 	K03070	secA; preprotein translocase subunit SecA	Sec (secretion) system [PATH:map03070] [BR:ko02044]	Bacterial secretion system
Skcos8310	CAMNT_0000265591	MMETSP0013_2-20120614|6165 	K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	C5 isoprenoid biosynthesis, non-mevalonate pathway [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos8412	CAMNT_0000254001	MMETSP0013_2-20120614|370 	K03847	ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos8534	CAMNT_0000257953	MMETSP0013_2-20120614|2346 	K04718	SPHK; sphingosine kinase [EC:2.7.1.91]	Sphingosine degradation [PATH:map00600]	Lipid metabolism
Skcos8570	CAMNT_0000259057	MMETSP0013_2-20120614|2898 	K03348	APC1; anaphase-promoting complex subunit 1	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos23025	CAMNT_0000312673	MMETSP0013_2-20120614|29706 	K03348	APC1; anaphase-promoting complex subunit 1	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos8654	CAMNT_0000262745	MMETSP0013_2-20120614|4742 	K00953	FLAD1; FAD synthetase [EC:2.7.7.2]	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD [PATH:map00740]	Cofactor and vitamin biosynthesis
Skcos8688	CAMNT_0000264425	MMETSP0013_2-20120614|5582 	K05284	PIGM; phosphatidylinositol glycan, class M [EC:2.4.1.-]	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	Glycan metabolism
Skcos9270	CAMNT_0000254751	MMETSP0013_2-20120614|745 	K03842	ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos9397	CAMNT_0000259459	MMETSP0013_2-20120614|3099 	K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330]	Polyamine biosynthesis
Skcos19194	CAMNT_0000326129	MMETSP0013_2-20120614|36434 	K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330]	Polyamine biosynthesis
Skcos9686	CAMNT_0000254845	MMETSP0013_2-20120614|792 	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Skcos9686	CAMNT_0000254845	MMETSP0013_2-20120614|792 	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Skcos9686	CAMNT_0000254845	MMETSP0013_2-20120614|792 	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin [PATH:map00780]	Cofactor and vitamin biosynthesis
Skcos9817	CAMNT_0000260147	MMETSP0013_2-20120614|3443 	K09828	DHCR24; delta24-sterol reductase [EC:1.3.1.72]	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol [PATH:map00100]	Sterol biosynthesis
Skcos9828	CAMNT_0000259985	MMETSP0013_2-20120614|3362 	K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	Tyrosine degradation, tyrosine => homogentisate [PATH:map00350]	Aromatic amino acid metabolism
Skcos9919	CAMNT_0000263205	MMETSP0013_2-20120614|4972 	K00787	FDPS; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	C10-C20 isoprenoid biosynthesis, plants [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos9919	CAMNT_0000263205	MMETSP0013_2-20120614|4972 	K00787	FDPS; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos10616	CAMNT_0000258005	MMETSP0013_2-20120614|2372 	K09810	ABC.LPT.A, lolD; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	Lipoprotein-releasing system [PATH:map02010] [BR:ko02000]	ABC-2 type and other transport systems
Skcos10662	CAMNT_0000259525	MMETSP0013_2-20120614|3132 	K03939	NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria [PATH:map00190]	ATP synthesis
Skcos10691	CAMNT_0000260265	MMETSP0013_2-20120614|3502 	K00488	CYP27A; cholestanetriol 26-monooxygenase [EC:1.14.13.15]	Bile acid biosynthesis, cholesterol => cholate [PATH:map00120]	Sterol biosynthesis
Skcos10712	CAMNT_0000261219	MMETSP0013_2-20120614|3979 	K01477	alc, ALLC; allantoicase [EC:3.5.3.4]	Purine degradation, xanthine => urea [PATH:map00230]	Purine metabolism
Skcos10723	CAMNT_0000261663	MMETSP0013_2-20120614|4201 	K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]	Cofactor and vitamin biosynthesis
Skcos10994	CAMNT_0000255535	MMETSP0013_2-20120614|1137 	K08734	MLH1; DNA mismatch repair protein MLH1	BRCA1-associated genome surveillance complex (BASC) [PATH:map03430 map03440 map03460] [BR:ko03400]	Repair system
Skcos11309	CAMNT_0000317679	MMETSP0013_2-20120614|32209 	K07750	E1.14.13.72, SC4MOL, ERG25; methylsterol monooxygenase [EC:1.14.13.72]	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol [PATH:map00100]	Sterol biosynthesis
Skcos11491	CAMNT_0000259399	MMETSP0013_2-20120614|3069 	K06125	COQ2; 4-hydroxybenzoate hexaprenyltransferase [EC:2.5.1.-]	Ubiquinone biosynthesis, eukaryotes, chorismate => ubiquinone [PATH:map00130]	Cofactor and vitamin biosynthesis
Skcos11537	CAMNT_0000261361	MMETSP0013_2-20120614|4050 	K03354	APC7; anaphase-promoting complex subunit 7	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos19568	CAMNT_0000327839	MMETSP0013_2-20120614|37289 	K03354	APC7; anaphase-promoting complex subunit 7	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos20051	CAMNT_0000322751	MMETSP0013_2-20120614|34745 	K03354	APC7; anaphase-promoting complex subunit 7	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos11651	CAMNT_0000266435	MMETSP0013_2-20120614|6587 	K08093	hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]	Formaldehyde assimilation, ribulose monophosphate pathway [PATH:map01200 map00680]	Methane metabolism
Skcos11651	CAMNT_0000266435	MMETSP0013_2-20120614|6587 	K08093	hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos11996	CAMNT_0000263609	MMETSP0013_2-20120614|5174 	K03857	PIGA, GPI3; phosphatidylinositol glycan, class A [EC:2.4.1.198]	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	Glycan metabolism
Skcos12711	CAMNT_0000257415	MMETSP0013_2-20120614|2077 	K04728	ATM, TEL1; ataxia telangiectasia mutated family protein [EC:2.7.11.1]	BRCA1-associated genome surveillance complex (BASC) [PATH:map03430 map03440 map03460] [BR:ko03400]	Repair system
Skcos12854	CAMNT_0000262801	MMETSP0013_2-20120614|4770 	K06634	CCNH; cyclin H	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
Skcos13106	CAMNT_0000256615	MMETSP0013_2-20120614|1677 	K02350	POLZ1, rev3; DNA polymerase zeta [EC:2.7.7.7]	DNA polymerase zeta	DNA polymerase
Skcos13199	CAMNT_0000259691	MMETSP0013_2-20120614|3215 	K01930	FPGS; folylpolyglutamate synthase [EC:6.3.2.17]	Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790 map00670]	Cofactor and vitamin biosynthesis
Skcos13281	CAMNT_0000262247	MMETSP0013_2-20120614|4493 	K03845	ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos14015	CAMNT_0000256563	MMETSP0013_2-20120614|1651 	K01597	MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]	C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900]	Terpenoid backbone biosynthesis
Skcos14035	CAMNT_0000257349	MMETSP0013_2-20120614|2044 	K01634	E4.1.2.27; sphinganine-1-phosphate aldolase [EC:4.1.2.27]	Sphingosine degradation [PATH:map00600]	Lipid metabolism
Skcos14415	CAMNT_0000294573	MMETSP0013_2-20120614|20656 	K03358	APC11; anaphase-promoting complex subunit 11	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos15106	CAMNT_0000300549	MMETSP0013_2-20120614|23644 	K00223	ERG4; delta24(24(1))-sterol reductase [EC:1.3.1.71]	Ergocalciferol biosynthesis [PATH:map00100]	Sterol biosynthesis
Skcos16148	CAMNT_0000289203	MMETSP0013_2-20120614|17971 	K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]	N-glycan precursor biosynthesis [PATH:map00510]	Glycan metabolism
Skcos16169	CAMNT_0000290039	MMETSP0013_2-20120614|18389 	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920]	Sulfur metabolism
Skcos16283	CAMNT_0000295277	MMETSP0013_2-20120614|21008 	K12869	CRN, CRNKL1, CLF1, SYF3; crooked neck	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos16497	CAMNT_0000292345	MMETSP0013_2-20120614|19542 	K09834	VTE1, SXD1; tocopherol cyclase	Tocopherol biosynthesis [PATH:map00130]	Cofactor and vitamin biosynthesis
Skcos20997	CAMNT_0000320305	MMETSP0013_2-20120614|33522 	K09834	VTE1, SXD1; tocopherol cyclase	Tocopherol biosynthesis [PATH:map00130]	Cofactor and vitamin biosynthesis
Skcos17588	CAMNT_0000289915	MMETSP0013_2-20120614|18327 	K02604	ORC2; origin recognition complex subunit 2	Origin recognition complex [PATH:map04110 map04111 map04113] [BR:ko03032]	Replication system
Skcos17595	CAMNT_0000290937	MMETSP0013_2-20120614|18838 	K04708	E1.1.1.102; 3-dehydrosphinganine reductase [EC:1.1.1.102]	Ceramide biosynthesis [PATH:map00600]	Lipid metabolism
Skcos17595	CAMNT_0000290937	MMETSP0013_2-20120614|18838 	K04708	E1.1.1.102; 3-dehydrosphinganine reductase [EC:1.1.1.102]	Sphingosine biosynthesis [PATH:map00600]	Lipid metabolism
Skcos18196	CAMNT_0000292409	MMETSP0013_2-20120614|19574 	K03363	CDC20; cell division cycle 20, cofactor of APC complex	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
Skcos23106	CAMNT_0000319791	MMETSP0013_2-20120614|33265 	K03363	CDC20; cell division cycle 20, cofactor of APC complex	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	Ubiquitin system
